date,act_symbol,period,period_end_date,consensus,recent,count,high,low,year_ago
2017-10-26,A,Current Quarter,2017-10-31,0.63,0.61,9,0.66,0.61,0.59
2017-10-26,AA,Current Quarter,2017-12-31,1.18,,6,1.49,0.84,0.14
2017-10-26,AAAP,Current Quarter,2017-09-30,-0.18,-0.23,3,-0.13,-0.23,-0.18
2017-10-26,AAC,Current Quarter,2017-09-30,0.03,0.03,2,0.03,0.03,0.19
2017-10-26,AAL,Current Quarter,2017-09-30,1.39,1.32,10,1.44,1.32,2.80
2017-10-26,AAN,Current Quarter,2017-09-30,0.54,0.53,8,0.58,0.51,0.50
2017-10-26,AAOI,Current Quarter,2017-09-30,1.01,1.04,7,1.06,0.83,0.38
2017-10-26,AAON,Current Quarter,2017-09-30,0.30,0.30,1,0.30,0.30,0.29
2017-10-26,AAP,Current Quarter,2017-09-30,1.23,1.20,11,1.51,1.14,1.73
2017-10-26,AAPL,Current Quarter,2017-09-30,1.86,999.00,9,1.93,1.80,1.67
2017-10-26,AAT,Current Quarter,2017-09-30,0.53,0.53,3,0.54,0.53,0.19
2017-10-26,AAV,Current Quarter,2017-09-30,0.02,-0.01,2,0.04,-0.01,0.03
2017-10-26,AAWW,Current Quarter,2017-09-30,1.12,1.12,3,1.15,1.10,1.09
2017-10-26,AAXN,Current Quarter,2017-09-30,0.05,0.06,3,0.06,0.05,0.07
2017-10-26,AB,Current Quarter,2017-12-31,0.63,0.52,2,0.66,0.60,0.67
2017-10-26,ABAX,Current Quarter,2017-12-31,0.24,0.29,4,0.28,0.20,0.30
2017-10-26,ABB,Current Quarter,2017-09-30,0.30,,2,0.33,0.27,0.32
2017-10-26,ABBV,Current Quarter,2017-09-30,1.39,1.38,9,1.42,1.37,1.21
2017-10-26,ABC,Current Quarter,2017-09-30,1.32,1.33,8,1.34,1.30,1.30
2017-10-26,ABCB,Current Quarter,2017-12-31,0.63,0.65,3,0.65,0.62,0.62
2017-10-26,ABCO,Current Quarter,2017-09-30,0.48,0.50,11,0.54,0.42,0.28
2017-10-26,ABEO,Current Quarter,2017-09-30,-0.16,-0.11,2,-0.11,-0.20,-0.08
2017-10-26,ABEV,Current Quarter,2017-09-30,0.06,,1,0.06,0.06,0.06
2017-10-26,ABG,Current Quarter,2017-12-31,1.62,1.63,6,1.73,1.55,1.56
2017-10-26,ABM,Current Quarter,2017-10-31,0.46,0.43,2,0.49,0.43,0.51
2017-10-26,ABMD,Current Quarter,2017-09-30,0.37,0.37,8,0.46,0.31,0.20
2017-10-26,ABR,Current Quarter,2017-09-30,0.18,,1,0.18,0.18,0.21
2017-10-27,ABT,Current Quarter,2017-12-31,0.73,0.72,10,0.74,0.72,0.65
2017-10-27,ABTX,Current Quarter,2017-12-31,0.58,0.58,1,0.58,0.58,0.44
2017-10-27,ABUS,Current Quarter,2017-09-30,-0.38,-0.38,3,-0.35,-0.41,-0.31
2017-10-27,ABX,Current Quarter,2017-12-31,0.22,0.17,5,0.24,0.20,0.22
2017-10-27,ABY,Current Quarter,2017-09-30,0.60,,2,0.72,0.48,0.33
2017-10-27,ACAD,Current Quarter,2017-09-30,-0.63,-0.64,6,-0.55,-0.66,-0.61
2017-10-27,ACBI,Current Quarter,2017-09-30,0.19,0.20,3,0.20,0.19,0.16
2017-10-27,ACC,Current Quarter,2017-12-31,0.72,0.71,5,0.73,0.71,0.19
2017-10-27,ACCO,Current Quarter,2017-09-30,0.33,0.33,3,0.33,0.33,0.29
2017-10-27,ACET,Current Quarter,2017-09-30,0.28,0.28,2,0.32,0.23,0.28
2017-10-27,ACFC,Current Quarter,2017-12-31,0.10,0.10,1,0.10,0.10,0.11
2017-10-27,ACGL,Current Quarter,2017-12-31,1.43,-0.55,3,1.48,1.39,1.13
2017-10-27,ACHC,Current Quarter,2017-12-31,0.65,0.66,10,0.70,0.55,0.59
2017-10-27,ACHN,Current Quarter,2017-09-30,-0.18,-0.17,3,-0.17,-0.18,-0.15
2017-10-27,ACIA,Current Quarter,2017-09-30,0.35,0.33,8,0.41,0.31,1.01
2017-10-27,ACIU,Current Quarter,2017-09-30,-0.19,-0.31,2,-0.07,-0.31,
2017-10-27,ACIW,Current Quarter,2017-09-30,-0.06,-0.08,4,-0.02,-0.10,-0.04
2017-10-27,ACLS,Current Quarter,2017-09-30,0.28,0.27,3,0.29,0.27,0.07
2017-10-27,ACM,Current Quarter,2017-09-30,0.71,0.75,5,0.76,0.67,0.65
2017-10-27,ACN,Current Quarter,2017-11-30,1.66,1.67,12,1.76,1.61,1.58
2017-10-27,ACOR,Current Quarter,2017-09-30,0.66,0.70,6,0.80,0.59,-0.04
2017-10-27,ACRE,Current Quarter,2017-09-30,0.28,0.28,3,0.28,0.27,0.31
2017-10-27,ACRS,Current Quarter,2017-09-30,-0.89,-0.95,3,-0.84,-0.95,-0.50
2017-10-27,ACRX,Current Quarter,2017-09-30,-0.26,,5,-0.22,-0.30,-0.25
2017-10-27,ACTA,Current Quarter,2017-09-30,-0.03,-0.02,2,-0.02,-0.03,-0.04
2017-10-27,ACTG,Current Quarter,2017-09-30,-0.05,,1,-0.05,-0.05,0.31
2017-10-27,ACU,Current Quarter,2017-12-31,0.23,0.23,1,0.23,0.23,0.15
2017-10-27,ACXM,Current Quarter,2017-09-30,0.15,0.17,4,0.18,0.11,0.18
2017-10-27,ACY,Current Quarter,2017-09-30,0.56,0.56,1,0.56,0.56,-0.43
2017-10-27,ADAP,Current Quarter,2017-09-30,-0.27,-0.26,4,-0.24,-0.28,-0.24
2017-10-27,ADBE,Current Quarter,2017-11-30,1.15,1.16,13,1.17,1.14,0.90
2017-10-27,ADC,Current Quarter,2017-12-31,0.71,0.70,8,0.71,0.70,0.50
2017-10-27,ADES,Current Quarter,2017-09-30,0.71,,1,0.71,0.71,0.43
2017-10-27,ADHD,Current Quarter,2017-09-30,-0.08,,1,-0.08,-0.08,-0.28
2017-10-27,ADI,Current Quarter,2017-10-31,1.36,1.37,11,1.43,1.31,1.05
2017-10-27,ADM,Current Quarter,2017-09-30,0.58,0.63,6,0.67,0.51,0.59
2017-10-27,ADMP,Current Quarter,2017-09-30,-0.16,-0.16,1,-0.16,-0.16,-0.41
2017-10-27,ADMS,Current Quarter,2017-09-30,-1.03,-0.93,3,-0.93,-1.17,-0.66
2017-10-27,ADNT,Current Quarter,2017-09-30,2.21,2.24,7,2.29,2.15,
2017-10-27,ADP,Current Quarter,2017-09-30,0.85,0.84,10,0.86,0.82,0.86
2017-10-27,ADRO,Current Quarter,2017-09-30,-0.33,-0.41,4,-0.30,-0.41,-0.54
2017-10-27,ADS,Current Quarter,2017-12-31,5.02,5.18,13,5.18,4.98,4.67
2017-10-27,ADSK,Current Quarter,2017-10-31,-0.13,-0.14,12,-0.04,-0.15,-0.18
2017-10-27,ADSW,Current Quarter,2017-09-30,0.17,0.16,5,0.20,0.13,0.06
2017-10-27,ADTN,Current Quarter,2017-12-31,0.15,0.13,3,0.16,0.13,0.16
2017-10-27,ADUS,Current Quarter,2017-09-30,0.42,0.41,2,0.42,0.41,0.39
2017-10-27,ADVM,Current Quarter,2017-09-30,-0.30,-0.31,2,-0.29,-0.31,-0.35
2017-10-27,AEE,Current Quarter,2017-09-30,1.37,1.36,3,1.47,1.28,1.52
2017-10-27,AEG,Current Quarter,2017-09-30,,,,,,0.25
2017-10-27,AEGN,Current Quarter,2017-09-30,0.29,0.21,3,0.38,0.21,0.32
2017-10-27,AEHR,Current Quarter,2017-11-30,0.00,0.00,1,0.00,0.00,-0.08
2017-10-27,AEIS,Current Quarter,2017-09-30,1.17,1.18,8,1.18,1.15,0.77
2017-10-27,AEL,Current Quarter,2017-09-30,0.63,0.62,4,0.63,0.62,-0.05
2017-10-27,AEM,Current Quarter,2017-09-30,0.17,0.20,5,0.22,0.13,0.22
2017-10-27,AEO,Current Quarter,2017-10-31,0.39,0.37,10,0.41,0.37,0.41
2017-10-27,AEP,Current Quarter,2017-09-30,1.15,1.10,7,1.29,1.08,1.30
2017-10-27,AER,Current Quarter,2017-09-30,1.46,999.00,5,1.55,1.30,1.68
2017-10-27,AERI,Current Quarter,2017-09-30,-0.62,-0.63,2,-0.61,-0.63,-0.67
2017-10-27,AES,Current Quarter,2017-09-30,0.29,0.27,3,0.32,0.27,0.32
2017-10-27,AET,Current Quarter,2017-09-30,2.09,2.11,10,2.14,1.87,2.07
2017-10-27,AEZS,Current Quarter,2017-09-30,-0.41,,1,-0.41,-0.41,-0.61
2017-10-27,AFAM,Current Quarter,2017-09-30,0.44,0.42,3,0.45,0.42,0.66
2017-10-27,AFG,Current Quarter,2017-09-30,0.88,0.65,3,1.02,0.65,1.51
2017-10-27,AFH,Current Quarter,2017-09-30,0.42,0.42,1,0.42,0.42,0.52
2017-10-27,AFI,Current Quarter,2017-09-30,0.19,0.21,2,0.21,0.16,0.39
2017-10-27,AFL,Current Quarter,2017-12-31,1.55,1.61,7,1.58,1.49,1.54
2017-10-27,AFMD,Current Quarter,2017-09-30,-0.21,-0.22,5,-0.19,-0.23,-0.35
2017-10-27,AFSI,Current Quarter,2017-09-30,0.10,0.14,3,0.14,0.05,0.73
2017-10-27,AG,Current Quarter,2017-09-30,0.01,0.01,1,0.01,0.01,0.07
2017-10-27,AGCO,Current Quarter,2017-09-30,0.72,0.74,9,0.78,0.65,0.51
2017-10-27,AGEN,Current Quarter,2017-09-30,-0.37,-0.40,2,-0.34,-0.40,-0.47
2017-10-27,AGI,Current Quarter,2017-09-30,0.03,0.01,3,0.04,0.01,0.02
2017-10-27,AGII,Current Quarter,2017-09-30,-2.22,-2.28,2,-2.15,-2.28,1.12
2017-10-27,AGIO,Current Quarter,2017-09-30,-1.74,-1.99,5,-1.50,-1.99,-1.63
2017-10-27,AGLE,Current Quarter,2017-09-30,-0.67,-0.67,1,-0.67,-0.67,-0.47
2017-10-27,AGN,Current Quarter,2017-09-30,4.06,4.03,19,4.26,3.91,3.32
2017-10-27,AGNC,Current Quarter,2017-12-31,0.63,,2,0.66,0.59,0.64
2017-10-27,AGR,Current Quarter,2017-12-31,0.62,0.65,3,0.65,0.58,0.67
2017-10-27,AGRO,Current Quarter,2017-09-30,,,,,,0.05
2017-10-27,AGTC,Current Quarter,2017-09-30,-0.18,-0.16,4,-0.10,-0.28,0.20
2017-10-27,AGU,Current Quarter,2017-09-30,-0.01,,6,0.18,-0.13,-0.12
2017-10-27,AHGP,Current Quarter,2017-09-30,0.91,,1,0.91,0.91,0.81
2017-10-27,AHH,Current Quarter,2017-09-30,0.24,0.23,7,0.25,0.22,0.15
2017-10-27,AHL,Current Quarter,2017-12-31,1.22,,1,1.22,1.22,-0.34
2017-10-27,AHP,Current Quarter,2017-09-30,0.38,0.38,4,0.40,0.36,0.55
2017-10-27,AHT,Current Quarter,2017-09-30,0.33,0.30,4,0.36,0.29,-0.37
2017-10-27,AI,Current Quarter,2017-12-31,0.57,,1,0.57,0.57,0.64
2017-10-27,AIG,Current Quarter,2017-09-30,-0.83,-0.89,8,-0.72,-0.95,1.00
2017-10-27,AIMC,Current Quarter,2017-12-31,0.49,0.49,2,0.49,0.48,0.41
2017-10-27,AIMT,Current Quarter,2017-09-30,-0.72,,3,-0.69,-0.76,-0.53
2017-10-27,AINC,Current Quarter,2017-09-30,1.37,,1,1.37,1.37,-0.49
2017-10-27,AINV,Current Quarter,2017-09-30,0.16,999.00,6,0.17,0.15,0.18
2017-10-27,AIR,Current Quarter,2017-11-30,0.37,0.38,3,0.40,0.34,0.35
2017-10-27,AIRG,Current Quarter,2017-09-30,0.08,0.10,4,0.11,0.02,0.16
2017-10-27,AIRI,Current Quarter,2017-09-30,-0.14,,1,-0.14,-0.14,-0.30
2017-10-27,AIT,Current Quarter,2017-12-31,0.68,0.79,3,0.71,0.62,0.61
2017-10-27,AIV,Current Quarter,2017-09-30,0.62,0.62,8,0.63,0.61,0.07
2017-10-27,AIZ,Current Quarter,2017-09-30,-1.79,-1.76,2,-1.76,-1.81,1.00
2017-10-27,AJG,Current Quarter,2017-09-30,0.78,0.76,9,0.83,0.76,0.77
2017-10-27,AJRD,Current Quarter,2017-09-30,0.17,0.16,3,0.22,0.10,0.32
2017-10-27,AJX,Current Quarter,2017-09-30,0.44,0.47,3,0.47,0.43,0.42
2017-10-27,AKAM,Current Quarter,2017-12-31,0.61,0.56,14,0.78,0.52,0.72
2017-10-27,AKAO,Current Quarter,2017-09-30,-0.72,-0.72,6,-0.62,-0.81,-0.41
2017-10-27,AKBA,Current Quarter,2017-09-30,-0.70,,2,-0.68,-0.71,-0.96
2017-10-27,AKG,Current Quarter,2017-09-30,0.01,0.01,1,0.01,0.01,0.05
2017-10-27,AKO.B,Current Quarter,2017-12-31,0.39,,1,0.39,0.39,0.35
2017-10-27,AKR,Current Quarter,2017-09-30,0.36,0.38,3,0.38,0.34,0.08
2017-10-27,AKRX,Current Quarter,2017-09-30,0.24,0.26,2,0.26,0.21,0.56
2017-10-27,AKS,Current Quarter,2017-09-30,0.03,,7,0.06,-0.04,0.21
2017-10-27,AKTX,Current Quarter,2017-09-30,-1.00,-1.00,1,-1.00,-1.00,0.03
2017-10-27,AL,Current Quarter,2017-09-30,0.86,999.00,4,0.89,0.82,0.86
2017-10-27,ALB,Current Quarter,2017-09-30,1.07,1.08,9,1.13,1.05,0.91
2017-10-27,ALBO,Current Quarter,2017-09-30,-0.85,-0.76,3,-0.76,-1.00,
2017-10-27,ALDR,Current Quarter,2017-09-30,-1.21,-1.52,4,-0.83,-1.98,-0.70
2017-10-27,ALDX,Current Quarter,2017-09-30,-0.38,,2,-0.36,-0.39,-0.38
2017-10-27,ALE,Current Quarter,2017-09-30,0.95,1.02,4,1.02,0.84,0.99
2017-10-27,ALG,Current Quarter,2017-09-30,1.24,1.24,2,1.24,1.24,1.14
2017-10-27,ALGN,Current Quarter,2017-09-30,0.82,0.82,10,0.86,0.80,0.63
2017-10-27,ALGT,Current Quarter,2017-12-31,2.09,1.33,6,2.56,1.79,2.48
2017-10-27,ALIM,Current Quarter,2017-09-30,-0.05,,2,-0.03,-0.06,-0.15
2017-10-27,ALK,Current Quarter,2017-12-31,1.44,2.31,7,1.69,1.20,1.56
2017-10-27,ALKS,Current Quarter,2017-09-30,0.01,-0.01,4,0.05,-0.02,-0.09
2017-10-27,ALL,Current Quarter,2017-09-30,1.09,1.00,4,1.36,0.95,1.26
2017-10-27,ALLE,Current Quarter,2017-09-30,1.02,1.03,4,1.03,1.01,0.93
2017-10-27,ALLT,Current Quarter,2017-09-30,-0.05,999.00,2,-0.04,-0.05,-0.01
2017-10-27,ALLY,Current Quarter,2017-12-31,0.57,0.56,5,0.59,0.54,0.54
2017-10-27,ALNY,Current Quarter,2017-09-30,-1.20,,7,-0.78,-1.47,-1.21
2017-10-27,ALO,Current Quarter,2017-09-30,0.03,0.02,2,0.04,0.02,0.40
2017-10-27,ALOG,Current Quarter,2017-10-31,0.38,0.38,1,0.38,0.38,0.43
2017-10-27,ALPN,Current Quarter,2017-09-30,-0.62,,1,-0.62,-0.62,-1.92
2017-10-27,ALQA,Current Quarter,2017-09-30,0.00,,1,0.00,0.00,-3.00
2017-10-27,ALRM,Current Quarter,2017-09-30,0.19,0.19,9,0.21,0.18,0.19
2017-10-27,ALSN,Current Quarter,2017-09-30,0.51,0.53,9,0.79,0.42,0.27
2017-10-27,ALV,Current Quarter,2017-09-30,1.33,1.35,9,1.40,1.27,1.63
2017-10-27,ALXN,Current Quarter,2017-09-30,1.33,1.46,13,1.46,1.23,1.23
2017-10-27,AM,Current Quarter,2017-09-30,0.41,0.52,7,0.52,0.35,0.37
2017-10-27,AMAG,Current Quarter,2017-09-30,-0.09,,4,0.19,-0.36,1.78
2017-10-27,AMAT,Current Quarter,2017-10-31,0.90,0.92,9,0.92,0.89,0.66
2017-10-27,AMBA,Current Quarter,2017-10-31,0.66,0.66,8,0.69,0.64,1.11
2017-10-27,AMBR,Current Quarter,2017-09-30,-0.09,-0.08,2,-0.08,-0.09,-0.08
2017-10-27,AMC,Current Quarter,2017-09-30,-0.34,-0.38,5,-0.21,-0.47,0.31
2017-10-27,AMCX,Current Quarter,2017-09-30,1.17,1.13,8,1.35,0.90,1.01
2017-10-27,AMD,Current Quarter,2017-12-31,0.04,0.02,10,0.10,0.00,-0.01
2017-10-27,AME,Current Quarter,2017-09-30,0.62,999.00,9,0.62,0.61,0.56
2017-10-27,AMED,Current Quarter,2017-09-30,0.54,0.53,6,0.55,0.52,0.36
2017-10-27,AMG,Current Quarter,2017-09-30,3.36,3.36,5,3.40,3.33,3.02
2017-10-27,AMGN,Current Quarter,2017-12-31,3.06,3.07,8,3.16,2.95,2.89
2017-10-27,AMH,Current Quarter,2017-09-30,0.25,0.24,5,0.26,0.24,-0.09
2017-10-27,AMKR,Current Quarter,2017-09-30,0.19,,1,0.19,0.19,0.25
2017-10-27,AMN,Current Quarter,2017-09-30,0.60,0.58,3,0.61,0.58,0.62
2017-10-27,AMNB,Current Quarter,2017-12-31,0.55,0.55,1,0.55,0.55,0.48
2017-10-27,AMOT,Current Quarter,2017-09-30,0.27,0.31,2,0.31,0.22,0.27
2017-10-27,AMP,Current Quarter,2017-12-31,3.01,2.98,3,3.05,2.98,2.73
2017-10-27,AMPH,Current Quarter,2017-09-30,0.02,-0.04,4,0.08,-0.04,0.14
2017-10-27,AMRB,Current Quarter,2017-12-31,0.21,0.20,2,0.22,0.20,0.29
2017-10-27,AMRC,Current Quarter,2017-09-30,0.15,0.14,2,0.15,0.14,0.16
2017-10-27,AMRK,Current Quarter,2017-09-30,0.23,0.23,1,0.23,0.23,0.27
2017-10-27,AMRN,Current Quarter,2017-09-30,-0.05,-0.05,3,-0.04,-0.05,-0.08
2017-10-27,AMRS,Current Quarter,2017-09-30,-0.77,,2,-0.55,-0.99,-1.05
2017-10-27,AMSC,Current Quarter,2017-09-30,-0.69,-0.69,4,-0.68,-0.71,-0.60
2017-10-27,AMSF,Current Quarter,2017-12-31,0.81,0.79,3,0.93,0.71,1.04
2017-10-27,AMSWA,Current Quarter,2017-10-31,0.07,0.07,1,0.07,0.07,0.01
2017-10-27,AMT,Current Quarter,2017-09-30,1.67,1.68,7,1.70,1.63,0.55
2017-10-27,AMTD,Current Quarter,2017-12-31,0.46,0.42,6,0.52,0.36,0.41
2017-10-27,AMTX,Current Quarter,2017-09-30,-0.24,-0.24,1,-0.24,-0.24,-0.21
2017-10-27,AMWD,Current Quarter,2017-10-31,1.24,1.24,1,1.24,1.24,1.10
2017-10-27,AMX,Current Quarter,2017-09-30,0.33,,2,0.36,0.29,0.03
2017-10-27,AMZN,Current Quarter,2017-09-30,0.01,-0.16,12,0.26,-0.33,0.52
2017-10-27,AN,Current Quarter,2017-09-30,0.85,0.69,16,0.98,0.69,1.11
2017-10-27,ANCX,Current Quarter,2017-12-31,0.41,0.38,1,0.41,0.41,0.28
2017-10-27,ANDE,Current Quarter,2017-09-30,0.16,,1,0.16,0.16,0.06
2017-10-27,ANDV,Current Quarter,2017-09-30,3.05,3.90,9,3.90,2.25,1.43
2017-10-27,ANDX,Current Quarter,2017-09-30,0.67,0.97,6,0.97,0.50,0.46
2017-10-27,ANET,Current Quarter,2017-09-30,1.21,999.00,10,1.33,1.10,0.83
2017-10-27,ANF,Current Quarter,2017-10-31,0.24,0.15,8,0.35,0.15,0.02
2017-10-27,ANGI,Current Quarter,2017-09-30,-0.07,-0.09,4,-0.04,-0.09,-0.28
2017-10-27,ANGO,Current Quarter,2017-11-30,0.17,0.17,3,0.17,0.16,0.19
2017-10-27,ANIK,Current Quarter,2017-12-31,0.54,0.42,2,0.62,0.46,0.54
2017-10-27,ANIP,Current Quarter,2017-09-30,0.99,0.98,2,1.00,0.98,1.09
2017-10-27,ANSS,Current Quarter,2017-09-30,0.97,0.94,7,0.99,0.94,0.95
2017-10-27,ANTH,Current Quarter,2017-09-30,-0.90,-0.95,3,-0.85,-0.95,-4.88
2017-10-27,ANTM,Current Quarter,2017-12-31,1.30,2.24,8,1.46,1.02,1.76
2017-10-27,ANW,Current Quarter,2017-09-30,0.10,0.06,3,0.16,0.06,0.36
2017-10-27,ANY,Current Quarter,2017-09-30,-1.86,-1.86,1,-1.86,-1.86,-3.00
2017-10-27,AOBC,Current Quarter,2017-10-31,0.09,0.08,5,0.11,0.08,0.68
2017-10-27,AON,Current Quarter,2017-09-30,1.27,1.29,9,1.31,1.22,1.29
2017-10-27,AOS,Current Quarter,2017-12-31,0.55,999.00,8,0.57,0.53,0.47
2017-10-27,AOSL,Current Quarter,2017-09-30,0.28,0.28,3,0.29,0.28,0.19
2017-10-27,AP,Current Quarter,2017-09-30,-0.03,-0.03,1,-0.03,-0.03,-1.88
2017-10-27,APA,Current Quarter,2017-09-30,-0.03,0.03,9,0.05,-0.15,-0.03
2017-10-27,APAM,Current Quarter,2017-09-30,0.63,0.63,3,0.63,0.62,0.41
2017-10-27,APC,Current Quarter,2017-09-30,-0.53,-0.70,12,-0.21,-0.70,-0.89
2017-10-27,APD,Current Quarter,2017-09-30,1.69,1.70,8,1.71,1.66,2.01
2017-10-27,APEI,Current Quarter,2017-09-30,0.21,0.22,3,0.22,0.21,0.35
2017-10-27,APEN,Current Quarter,2017-09-30,-0.39,-0.46,2,-0.32,-0.46,
2017-10-27,APH,Current Quarter,2017-12-31,0.78,0.78,4,0.79,0.77,0.75
2017-10-27,APLE,Current Quarter,2017-09-30,0.47,0.49,3,0.49,0.46,0.07
2017-10-27,APLP,Current Quarter,2017-09-30,0.15,0.15,3,0.16,0.14,0.15
2017-10-27,APO,Current Quarter,2017-09-30,0.62,0.67,7,0.72,0.49,0.58
2017-10-27,APOG,Current Quarter,2017-11-30,0.92,0.92,2,0.97,0.87,0.78
2017-10-27,APOP,Current Quarter,2017-09-30,-0.30,,1,-0.30,-0.30,-0.30
2017-10-27,APPF,Current Quarter,2017-09-30,0.07,0.05,3,0.11,0.05,0.00
2017-10-27,APPS,Current Quarter,2017-09-30,-0.02,-0.02,3,-0.02,-0.03,-0.10
2017-10-27,APRI,Current Quarter,2017-09-30,-0.15,,1,-0.15,-0.15,-0.19
2017-10-27,APTI,Current Quarter,2017-09-30,-0.10,-0.09,5,-0.09,-0.11,-0.45
2017-10-27,APTO,Current Quarter,2017-09-30,-0.13,,2,-0.12,-0.13,-0.24
2017-10-27,APTS,Current Quarter,2017-09-30,0.38,0.37,2,0.38,0.37,-0.56
2017-10-27,APU,Current Quarter,2017-09-30,-0.59,-0.45,4,-0.45,-0.66,-0.96
2017-10-27,AQMS,Current Quarter,2017-09-30,-0.26,-0.25,2,-0.25,-0.26,-0.23
2017-10-27,AQN,Current Quarter,2017-09-30,0.10,0.10,3,0.11,0.10,0.07
2017-10-27,AQXP,Current Quarter,2017-09-30,-0.62,-0.62,1,-0.62,-0.62,-0.46
2017-10-27,AR,Current Quarter,2017-09-30,0.05,0.08,12,0.15,-0.07,0.18
2017-10-27,ARA,Current Quarter,2017-09-30,0.16,,3,0.17,0.15,0.28
2017-10-27,ARAY,Current Quarter,2017-12-31,-0.06,-0.05,2,-0.05,-0.06,-0.11
2017-10-27,ARC,Current Quarter,2017-09-30,0.04,0.04,1,0.04,0.04,0.07
2017-10-27,ARCB,Current Quarter,2017-09-30,0.59,0.61,8,0.61,0.55,0.48
2017-10-27,ARCC,Current Quarter,2017-09-30,0.35,0.34,8,0.38,0.33,0.43
2017-10-27,ARCO,Current Quarter,2017-09-30,,,,,,-0.01
2017-10-27,ARCW,Current Quarter,2017-09-30,-0.02,-0.02,1,-0.02,-0.02,0.05
