date,act_symbol,period,period_end_date,consensus,recent,count,high,low,year_ago
2017-10-27,ARCX,Current Quarter,2017-09-30,0.20,0.19,2,0.21,0.19,0.22
2017-10-27,ARDM,Current Quarter,2017-09-30,,,,,,-0.55
2017-10-27,ARDX,Current Quarter,2017-09-30,-0.52,-0.48,2,-0.48,-0.56,-0.65
2017-10-27,ARE,Current Quarter,2017-09-30,1.50,1.52,3,1.52,1.49,0.07
2017-10-27,ARES,Current Quarter,2017-09-30,0.39,0.40,5,0.40,0.37,0.46
2017-10-27,AREX,Current Quarter,2017-09-30,-0.09,-0.09,4,-0.08,-0.09,-0.23
2017-10-27,ARI,Current Quarter,2017-09-30,0.46,,2,0.46,0.45,0.52
2017-10-27,ARII,Current Quarter,2017-09-30,0.55,,3,0.57,0.51,0.94
2017-10-27,ARLP,Current Quarter,2017-09-30,0.53,0.81,4,0.62,0.43,0.91
2017-10-27,ARMK,Current Quarter,2017-09-30,0.56,0.58,10,0.58,0.55,0.49
2017-10-27,ARNA,Current Quarter,2017-09-30,-0.69,-0.74,3,-0.65,-0.74,-0.50
2017-10-27,ARNC,Current Quarter,2017-12-31,0.25,0.23,4,0.28,0.23,0.12
2017-10-27,AROC,Current Quarter,2017-09-30,0.02,0.01,2,0.02,0.01,
2017-10-27,ARQL,Current Quarter,2017-09-30,-0.12,-0.12,1,-0.12,-0.12,-0.08
2017-10-27,ARR,Current Quarter,2017-09-30,,,,,,0.68
2017-10-27,ARRS,Current Quarter,2017-09-30,0.69,0.70,3,0.70,0.68,0.77
2017-10-27,ARRY,Current Quarter,2017-09-30,-0.22,-0.25,8,-0.14,-0.31,-0.20
2017-10-27,ARTNA,Current Quarter,2017-09-30,,,,,,0.48
2017-10-27,ARTX,Current Quarter,2017-09-30,0.10,0.10,1,0.10,0.10,0.06
2017-10-27,ARW,Current Quarter,2017-09-30,1.82,1.81,5,1.84,1.80,1.56
2017-10-27,ASB,Current Quarter,2017-12-31,0.37,0.38,10,0.40,0.28,0.34
2017-10-27,ASC,Current Quarter,2017-09-30,-0.12,-0.12,7,0.01,-0.19,-0.05
2017-10-27,ASCMA,Current Quarter,2017-09-30,-2.30,-2.31,2,-2.29,-2.31,-1.73
2017-10-27,ASGN,Current Quarter,2017-12-31,0.72,0.75,5,0.78,0.67,0.64
2017-10-27,ASH,Current Quarter,2017-09-30,0.69,0.70,6,0.82,0.45,1.52
2017-10-27,ASIX,Current Quarter,2017-09-30,0.77,,1,0.77,0.77,0.54
2017-10-27,ASM,Current Quarter,2017-09-30,0.05,,2,0.07,0.03,0.02
2017-10-27,ASMB,Current Quarter,2017-09-30,-0.88,-0.88,1,-0.88,-0.88,-0.67
2017-10-27,ASML,Current Quarter,2017-12-31,1.26,1.23,2,1.28,1.23,1.33
2017-10-27,ASNA,Current Quarter,2017-10-31,0.11,0.11,2,0.11,0.11,0.18
2017-10-27,ASND,Current Quarter,2017-09-30,-0.81,-0.79,4,-0.74,-0.88,-0.80
2017-10-27,ASPN,Current Quarter,2017-09-30,-0.16,-0.17,2,-0.14,-0.17,-0.13
2017-10-27,ASPS,Current Quarter,2017-09-30,0.73,,2,0.76,0.69,0.90
2017-10-27,ASPU,Current Quarter,2017-10-31,-0.03,-0.01,2,-0.01,-0.04,0.00
2017-10-27,ASR,Current Quarter,2017-12-31,1.86,,2,1.99,1.73,1.48
2017-10-27,AST,Current Quarter,2017-09-30,-0.16,-0.20,3,-0.13,-0.20,-0.15
2017-10-27,ASTE,Current Quarter,2017-12-31,0.74,0.83,6,0.93,0.44,0.53
2017-10-27,ASUR,Current Quarter,2017-09-30,0.15,,4,0.17,0.12,0.10
2017-10-27,ASX,Current Quarter,2017-09-30,,,,,,0.10
2017-10-27,ASYS,Current Quarter,2017-09-30,0.06,,2,0.08,0.03,-0.02
2017-10-27,AT,Current Quarter,2017-09-30,0.02,0.02,1,0.02,0.02,0.02
2017-10-27,ATAX,Current Quarter,2017-09-30,0.06,0.06,1,0.06,0.06,0.07
2017-10-27,ATEN,Current Quarter,2017-09-30,-0.02,0.00,5,0.01,-0.05,0.00
2017-10-27,ATGE,Current Quarter,2017-09-30,0.48,0.51,4,0.55,0.45,0.45
2017-10-27,ATH,Current Quarter,2017-09-30,1.12,1.13,5,1.15,1.11,
2017-10-27,ATHM,Current Quarter,2017-09-30,,,,,,0.38
2017-10-27,ATHN,Current Quarter,2017-12-31,0.60,0.64,21,0.71,0.50,0.62
2017-10-27,ATHX,Current Quarter,2017-09-30,-0.06,,1,-0.06,-0.06,-0.07
2017-10-27,ATI,Current Quarter,2017-12-31,0.20,0.16,6,0.26,0.13,-0.04
2017-10-27,ATKR,Current Quarter,2017-09-30,0.36,0.34,3,0.38,0.34,0.35
2017-10-27,ATNI,Current Quarter,2017-09-30,0.32,0.32,1,0.32,0.32,0.44
2017-10-27,ATO,Current Quarter,2017-09-30,0.33,0.32,4,0.35,0.32,0.40
2017-10-27,ATR,Current Quarter,2017-09-30,0.80,999.00,6,0.82,0.78,0.82
2017-10-27,ATRA,Current Quarter,2017-09-30,-1.03,-1.03,2,-0.95,-1.10,-0.88
2017-10-27,ATRC,Current Quarter,2017-09-30,-0.24,,4,-0.22,-0.25,-0.21
2017-10-27,ATRO,Current Quarter,2017-09-30,0.35,0.35,1,0.35,0.35,0.41
2017-10-27,ATSG,Current Quarter,2017-09-30,0.21,0.20,4,0.23,0.20,0.14
2017-10-27,ATTO,Current Quarter,2017-09-30,0.23,0.23,2,0.23,0.22,0.20
2017-10-27,ATTU,Current Quarter,2017-09-30,0.02,-0.01,2,0.04,-0.01,-0.10
2017-10-27,ATU,Current Quarter,2017-11-30,0.17,0.18,6,0.19,0.14,0.20
2017-10-27,ATVI,Current Quarter,2017-09-30,0.49,0.59,13,0.59,0.45,0.49
2017-10-27,AUDC,Current Quarter,2017-12-31,0.11,,1,0.11,0.11,0.08
2017-10-27,AUG,Current Quarter,2017-09-30,-0.01,-0.01,1,-0.01,-0.01,0.00
2017-10-27,AUMN,Current Quarter,2017-09-30,,,,,,-0.01
2017-10-27,AUO,Current Quarter,2017-09-30,0.29,,1,0.29,0.29,0.16
2017-10-27,AUPH,Current Quarter,2017-09-30,-0.16,-0.22,3,-0.12,-0.22,-0.19
2017-10-27,AUTO,Current Quarter,2017-09-30,0.18,0.17,2,0.18,0.17,0.49
2017-10-27,AUY,Current Quarter,2017-09-30,0.02,0.02,4,0.02,0.02,0.02
2017-10-27,AVA,Current Quarter,2017-09-30,0.15,0.17,2,0.17,0.12,0.19
2017-10-27,AVAL,Current Quarter,2017-09-30,0.15,,1,0.15,0.15,0.19
2017-10-27,AVAV,Current Quarter,2017-10-31,-0.03,-0.01,5,0.10,-0.16,-0.18
2017-10-27,AVB,Current Quarter,2017-09-30,2.26,2.13,8,2.29,2.13,2.59
2017-10-27,AVD,Current Quarter,2017-09-30,0.17,0.17,3,0.17,0.16,0.10
2017-10-27,AVDL,Current Quarter,2017-09-30,0.01,,2,0.12,-0.10,-0.54
2017-10-27,AVEO,Current Quarter,2017-09-30,-0.05,-0.05,2,-0.05,-0.05,-0.07
2017-10-27,AVGO,Current Quarter,2017-10-31,4.48,4.40,14,4.51,4.40,3.47
2017-10-27,AVGR,Current Quarter,2017-09-30,,999.00,,,,-0.73
2017-10-27,AVH,Current Quarter,2017-09-30,0.33,,2,0.33,0.33,0.38
2017-10-27,AVHI,Current Quarter,2017-09-30,-0.06,-0.06,1,-0.06,-0.06,0.49
2017-10-27,AVID,Current Quarter,2017-09-30,0.03,-0.03,2,0.08,-0.03,0.45
2017-10-27,AVP,Current Quarter,2017-09-30,0.07,0.07,5,0.07,0.06,0.02
2017-10-27,AVT,Current Quarter,2017-09-30,0.71,0.71,5,0.73,0.70,0.91
2017-10-27,AVX,Current Quarter,2017-12-31,0.23,,1,0.23,0.23,0.21
2017-10-27,AVXS,Current Quarter,2017-09-30,-1.38,-0.69,5,-0.69,-1.89,-0.87
2017-10-27,AVY,Current Quarter,2017-12-31,1.22,1.22,3,1.26,1.20,0.99
2017-10-27,AWI,Current Quarter,2017-09-30,0.92,0.90,5,0.93,0.90,0.76
2017-10-27,AWK,Current Quarter,2017-09-30,1.08,1.09,7,1.11,1.03,1.05
2017-10-27,AWR,Current Quarter,2017-09-30,0.58,0.58,2,0.58,0.58,0.59
2017-10-27,AXAS,Current Quarter,2017-09-30,0.05,0.04,3,0.05,0.04,-0.02
2017-10-27,AXDX,Current Quarter,2017-09-30,-0.32,,2,-0.29,-0.34,-0.34
2017-10-27,AXE,Current Quarter,2017-12-31,1.33,1.41,3,1.37,1.30,1.31
2017-10-27,AXGN,Current Quarter,2017-09-30,-0.09,-0.10,2,-0.08,-0.10,-0.08
2017-10-27,AXL,Current Quarter,2017-09-30,0.64,0.70,7,0.70,0.55,0.78
2017-10-27,AXON,Current Quarter,2017-09-30,-0.55,-0.50,6,-0.47,-0.65,-0.39
2017-10-27,AXP,Current Quarter,2017-12-31,1.55,1.55,10,1.56,1.50,0.91
2017-10-27,AXS,Current Quarter,2017-12-31,1.30,-5.32,2,1.32,1.27,1.14
2017-10-27,AXSM,Current Quarter,2017-09-30,,,,,,-0.38
2017-10-27,AXTA,Current Quarter,2017-09-30,0.23,0.24,8,0.26,0.21,0.32
2017-10-27,AXTI,Current Quarter,2017-12-31,0.09,0.09,4,0.10,0.07,0.06
2017-10-27,AYI,Current Quarter,2017-11-30,2.17,2.20,8,2.55,1.97,2.00
2017-10-27,AZN,Current Quarter,2017-09-30,0.57,0.60,5,0.74,0.48,1.32
2017-10-27,AZO,Current Quarter,2017-11-30,9.83,9.85,11,10.05,9.37,9.36
2017-10-27,AZPN,Current Quarter,2017-09-30,0.48,0.49,5,0.51,0.47,0.49
2017-10-27,AZRE,Current Quarter,2017-09-30,-0.76,,1,-0.76,-0.76,-1.94
2017-10-27,AZZ,Current Quarter,2017-11-30,0.62,,1,0.62,0.62,0.70
2017-10-27,B,Current Quarter,2017-09-30,0.69,999.00,4,0.71,0.67,0.71
2017-10-27,BA,Current Quarter,2017-12-31,2.86,2.74,8,2.97,2.76,2.47
2017-10-27,BABA,Current Quarter,2017-09-30,1.04,1.02,8,1.14,0.93,0.79
2017-10-27,BABY,Current Quarter,2017-12-31,0.70,,2,0.71,0.68,0.51
2017-10-27,BAC,Current Quarter,2017-12-31,0.47,0.45,9,0.51,0.44,0.40
2017-10-27,BAH,Current Quarter,2017-09-30,0.46,0.45,6,0.46,0.45,0.46
2017-10-27,BAK,Current Quarter,2017-09-30,0.51,,1,0.51,0.51,1.60
2017-10-27,BANC,Current Quarter,2017-09-30,0.19,0.18,6,0.23,0.15,0.59
2017-10-27,BANF,Current Quarter,2017-12-31,0.68,0.68,3,0.69,0.67,0.58
2017-10-27,BANR,Current Quarter,2017-12-31,0.90,0.77,4,1.03,0.79,0.71
2017-10-27,BANX,Current Quarter,2017-09-30,0.40,0.40,2,0.40,0.40,0.39
2017-10-27,BAP,Current Quarter,2017-09-30,3.52,,3,3.55,3.49,3.57
2017-10-27,BATRK,Current Quarter,2017-09-30,0.07,,1,0.07,0.07,-0.45
2017-10-27,BAX,Current Quarter,2017-12-31,0.59,0.59,7,0.61,0.57,0.57
2017-10-27,BB,Current Quarter,2017-11-30,-0.01,-0.01,4,-0.01,-0.02,0.02
2017-10-27,BBBY,Current Quarter,2017-11-30,0.37,0.36,11,0.39,0.35,0.85
2017-10-27,BBD,Current Quarter,2017-09-30,0.21,,3,0.23,0.20,0.23
2017-10-27,BBG,Current Quarter,2017-09-30,-0.19,-0.14,5,-0.11,-0.26,-0.10
2017-10-27,BBRG,Current Quarter,2017-09-30,-0.16,-0.17,2,-0.15,-0.17,-0.16
2017-10-27,BBT,Current Quarter,2017-12-31,0.80,0.79,13,0.83,0.78,0.73
2017-10-27,BBVA,Current Quarter,2017-09-30,,,,,,0.16
2017-10-27,BBW,Current Quarter,2017-09-30,0.10,0.11,3,0.11,0.09,0.11
2017-10-27,BBY,Current Quarter,2017-10-31,0.79,0.80,11,0.82,0.75,0.62
2017-10-27,BC,Current Quarter,2017-09-30,1.00,0.99,13,1.14,0.95,0.91
2017-10-27,BCBP,Current Quarter,2017-12-31,0.21,0.18,1,0.21,0.21,0.20
2017-10-27,BCC,Current Quarter,2017-09-30,0.61,,2,0.65,0.57,0.41
2017-10-27,BCE,Current Quarter,2017-09-30,0.67,0.67,5,0.68,0.66,0.70
2017-10-27,BCEI,Current Quarter,2017-09-30,0.19,0.19,2,0.19,0.18,-39.33
2017-10-27,BCH,Current Quarter,2017-09-30,1.37,,3,1.44,1.31,1.32
2017-10-27,BCO,Current Quarter,2017-12-31,1.08,0.77,2,1.10,1.05,0.87
2017-10-27,BCOR,Current Quarter,2017-09-30,-0.20,-0.19,2,-0.19,-0.20,-0.24
2017-10-27,BCOV,Current Quarter,2017-09-30,-0.10,-0.11,4,-0.09,-0.11,0.02
2017-10-27,BCR,Current Quarter,2017-12-31,3.14,2.98,9,3.19,3.09,2.77
2017-10-27,BCRH,Current Quarter,2017-09-30,-5.94,-5.94,2,-5.93,-5.94,0.38
2017-10-27,BCRX,Current Quarter,2017-09-30,-0.17,-0.13,6,-0.13,-0.19,-0.16
2017-10-27,BCS,Current Quarter,2017-09-30,0.25,0.25,1,0.25,0.25,0.09
2017-10-27,BDC,Current Quarter,2017-09-30,1.41,1.40,4,1.44,1.40,1.29
2017-10-27,BDGE,Current Quarter,2017-12-31,0.50,0.48,1,0.50,0.50,0.50
2017-10-27,BDN,Current Quarter,2017-12-31,0.34,0.33,6,0.37,0.32,-0.08
2017-10-27,BDSI,Current Quarter,2017-09-30,-0.23,-0.26,5,-0.17,-0.28,-0.30
2017-10-27,BDX,Current Quarter,2017-09-30,2.38,2.37,12,2.40,2.36,2.12
2017-10-27,BEAT,Current Quarter,2017-09-30,0.24,0.28,3,0.28,0.18,0.21
2017-10-27,BECN,Current Quarter,2017-09-30,0.94,0.92,11,0.97,0.86,0.88
2017-10-27,BEL,Current Quarter,2017-09-30,0.16,,2,0.17,0.15,0.23
2017-10-27,BEN,Current Quarter,2017-09-30,0.72,0.73,6,0.73,0.70,0.82
2017-10-27,BEP,Current Quarter,2017-09-30,-0.07,-0.07,1,-0.07,-0.07,-0.12
2017-10-27,BERY,Current Quarter,2017-09-30,0.79,999.00,7,0.84,0.73,0.73
2017-10-27,BETR,Current Quarter,2017-09-30,0.09,999.00,4,0.10,0.07,0.12
2017-10-27,BF.B,Current Quarter,2017-10-31,0.53,0.52,6,0.54,0.52,0.50
2017-10-27,BFAM,Current Quarter,2017-09-30,0.61,0.61,4,0.61,0.60,0.49
2017-10-27,BFIN,Current Quarter,2017-12-31,0.17,0.21,2,0.18,0.16,0.12
2017-10-27,BFR,Current Quarter,2017-09-30,0.40,,1,0.40,0.40,0.35
2017-10-27,BFS,Current Quarter,2017-09-30,0.79,0.80,3,0.80,0.78,0.33
2017-10-27,BG,Current Quarter,2017-09-30,0.98,1.04,4,1.19,0.79,0.73
2017-10-27,BGFV,Current Quarter,2017-09-30,0.28,0.31,3,0.31,0.25,0.41
2017-10-27,BGG,Current Quarter,2017-12-31,0.30,-0.30,3,0.31,0.29,0.35
2017-10-27,BGNE,Current Quarter,2017-09-30,-1.43,-1.49,2,-1.36,-1.49,-1.08
2017-10-27,BGS,Current Quarter,2017-09-30,0.48,,2,0.50,0.46,0.56
2017-10-27,BGSF,Current Quarter,2017-09-30,0.35,0.34,2,0.35,0.34,0.40
2017-10-27,BHGE,Current Quarter,2017-12-31,0.15,0.10,10,0.19,0.06,-0.30
2017-10-27,BHLB,Current Quarter,2017-12-31,0.58,0.56,3,0.61,0.56,0.56
2017-10-27,BID,Current Quarter,2017-09-30,-0.66,,1,-0.66,-0.66,-0.78
2017-10-27,BIDU,Current Quarter,2017-09-30,2.19,2.15,4,2.61,1.97,1.49
2017-10-27,BIG,Current Quarter,2017-10-31,0.04,0.05,9,0.06,0.02,0.04
2017-10-27,BIIB,Current Quarter,2017-12-31,5.62,5.51,25,6.07,4.93,5.04
2017-10-27,BIO,Current Quarter,2017-09-30,0.33,0.22,3,0.51,0.22,0.62
2017-10-27,BIOC,Current Quarter,2017-09-30,-0.19,,1,-0.19,-0.19,-0.57
2017-10-27,BIOS,Current Quarter,2017-09-30,-0.10,-0.09,2,-0.09,-0.10,-0.09
2017-10-27,BIP,Current Quarter,2017-09-30,0.82,0.80,2,0.84,0.80,0.16
2017-10-27,BITA,Current Quarter,2017-09-30,0.33,,1,0.33,0.33,0.16
2017-10-27,BJRI,Current Quarter,2017-09-30,0.24,0.22,10,0.26,0.22,0.30
2017-10-27,BK,Current Quarter,2017-12-31,0.91,0.90,8,0.93,0.88,0.77
2017-10-27,BKCC,Current Quarter,2017-09-30,0.20,999.00,1,0.20,0.20,-0.03
2017-10-27,BKD,Current Quarter,2017-09-30,-0.22,-0.23,3,-0.20,-0.23,0.51
2017-10-27,BKE,Current Quarter,2017-10-31,0.38,,1,0.38,0.38,0.48
2017-10-27,BKEP,Current Quarter,2017-09-30,0.02,0.02,1,0.02,0.02,0.13
2017-10-27,BKH,Current Quarter,2017-09-30,0.56,0.57,3,0.57,0.53,0.48
2017-10-27,BKI,Current Quarter,2017-09-30,0.36,0.37,9,0.37,0.35,0.29
2017-10-27,BKMU,Current Quarter,2017-12-31,0.11,0.11,2,0.11,0.11,0.09
2017-10-27,BKS,Current Quarter,2017-10-31,-0.23,-0.23,1,-0.23,-0.23,-0.29
2017-10-27,BKU,Current Quarter,2017-09-30,0.59,0.60,7,0.62,0.50,0.47
2017-10-27,BL,Current Quarter,2017-09-30,-0.06,-0.06,6,-0.05,-0.07,-0.05
2017-10-27,BLCM,Current Quarter,2017-09-30,-0.72,-0.69,4,-0.63,-0.76,-0.66
2017-10-27,BLD,Current Quarter,2017-09-30,0.83,0.81,2,0.84,0.81,0.63
2017-10-27,BLDP,Current Quarter,2017-09-30,-0.02,-0.02,4,-0.01,-0.02,-0.02
2017-10-27,BLDR,Current Quarter,2017-09-30,0.39,0.36,6,0.42,0.36,0.61
2017-10-27,BLFS,Current Quarter,2017-09-30,-0.07,-0.07,1,-0.07,-0.07,-0.08
2017-10-27,BLIN,Current Quarter,2017-09-30,-0.07,-0.07,1,-0.07,-0.07,-0.10
2017-10-27,BLK,Current Quarter,2017-12-31,5.92,5.74,7,6.10,5.74,5.14
2017-10-27,BLKB,Current Quarter,2017-12-31,0.60,999.00,5,0.62,0.57,0.59
2017-10-27,BLL,Current Quarter,2017-09-30,0.59,999.00,5,0.61,0.57,0.48
2017-10-27,BLMN,Current Quarter,2017-09-30,0.15,0.11,8,0.19,0.09,0.20
2017-10-27,BLPH,Current Quarter,2017-09-30,-0.22,,1,-0.22,-0.22,-0.30
2017-10-27,BLRX,Current Quarter,2017-09-30,-0.05,,2,-0.05,-0.05,-0.08
2017-10-27,BLUE,Current Quarter,2017-09-30,-1.64,-1.75,9,-0.91,-1.89,-2.07
2017-10-27,BLX,Current Quarter,2017-12-31,0.59,,1,0.59,0.59,0.34
2017-10-27,BMA,Current Quarter,2017-09-30,2.33,,3,2.46,2.25,1.83
2017-10-27,BMCH,Current Quarter,2017-09-30,0.34,0.32,4,0.37,0.32,0.32
2017-10-27,BMI,Current Quarter,2017-12-31,0.23,0.23,3,0.25,0.21,0.21
2017-10-27,BMO,Current Quarter,2017-10-31,1.60,1.62,4,1.62,1.59,1.60
2017-10-27,BMRC,Current Quarter,2017-12-31,0.87,0.89,4,0.90,0.79,0.93
2017-10-27,BMRN,Current Quarter,2017-09-30,-0.12,-0.28,13,0.03,-0.29,-0.26
2017-10-27,BMS,Current Quarter,2017-09-30,0.64,0.65,6,0.66,0.60,0.75
2017-10-27,BMTC,Current Quarter,2017-12-31,0.65,0.67,2,0.67,0.63,0.55
2017-10-27,BMY,Current Quarter,2017-09-30,0.77,0.78,11,0.78,0.75,0.77
2017-10-27,BNED,Current Quarter,2017-10-31,1.04,1.00,2,1.08,1.00,0.64
2017-10-27,BNFT,Current Quarter,2017-09-30,-0.13,-0.08,7,-0.08,-0.15,-0.14
2017-10-27,BNS,Current Quarter,2017-10-31,1.33,1.35,4,1.35,1.31,1.21
2017-10-27,BOBE,Current Quarter,2017-10-31,0.35,0.35,2,0.35,0.35,0.56
2017-10-27,BOCH,Current Quarter,2017-12-31,0.19,0.18,2,0.20,0.18,0.17
2017-10-27,BOFI,Current Quarter,2017-12-31,0.52,0.54,7,0.54,0.50,0.50
2017-10-27,BOH,Current Quarter,2017-12-31,1.08,1.04,5,1.12,1.04,1.02
2017-10-27,BOJA,Current Quarter,2017-09-30,0.18,0.18,8,0.19,0.16,0.25
2017-10-27,BOKF,Current Quarter,2017-12-31,1.31,1.33,7,1.37,1.20,0.76
2017-10-27,BOLD,Current Quarter,2017-09-30,-0.86,-0.91,5,-0.80,-0.91,-0.94
2017-10-27,BOOT,Current Quarter,2017-09-30,0.02,0.00,5,0.05,0.00,0.02
2017-10-27,BOX,Current Quarter,2017-10-31,-0.13,,8,-0.08,-0.14,-0.14
2017-10-27,BP,Current Quarter,2017-09-30,0.48,0.48,2,0.48,0.48,0.30
2017-10-27,BPFH,Current Quarter,2017-12-31,0.23,0.23,4,0.24,0.21,0.24
2017-10-27,BPI,Current Quarter,2017-12-31,-0.07,,2,-0.05,-0.09,-0.01
2017-10-27,BPL,Current Quarter,2017-09-30,0.86,0.86,5,0.94,0.78,1.19
2017-10-27,BPMC,Current Quarter,2017-09-30,-0.90,-0.91,5,-0.85,-0.92,-0.62
2017-10-27,BPOP,Current Quarter,2017-09-30,0.80,,2,0.91,0.68,0.91
2017-10-27,BPTH,Current Quarter,2017-09-30,-0.02,,1,-0.02,-0.02,-0.02
2017-10-27,BR,Current Quarter,2017-09-30,0.40,0.38,3,0.43,0.38,0.36
2017-10-27,BRC,Current Quarter,2017-10-31,0.48,0.47,5,0.49,0.47,0.44
2017-10-27,BRCD,Current Quarter,2017-10-31,0.18,0.18,1,0.18,0.18,0.33
2017-10-27,BREW,Current Quarter,2017-09-30,0.07,,1,0.07,0.07,0.03
2017-10-27,BRFS,Current Quarter,2017-09-30,-0.02,,1,-0.02,-0.02,0.01
2017-10-27,BRG,Current Quarter,2017-09-30,0.00,0.03,2,0.03,-0.03,-0.12
2017-10-27,BRK.B,Current Quarter,2017-09-30,1.88,,2,2.05,1.70,1.97
2017-10-27,BRKR,Current Quarter,2017-09-30,0.27,0.25,9,0.31,0.24,0.32
2017-10-27,BRKS,Current Quarter,2017-09-30,0.29,,3,0.30,0.27,0.15
2017-10-27,BRO,Current Quarter,2017-12-31,0.42,0.40,8,0.47,0.40,0.42
2017-10-27,BRS,Current Quarter,2017-09-30,-0.96,,2,-0.93,-0.98,-0.35
2017-10-27,BRSS,Current Quarter,2017-09-30,0.62,0.61,2,0.62,0.61,0.81
2017-10-27,BRT,Current Quarter,2017-09-30,0.14,0.14,1,0.14,0.14,0.21
2017-10-27,BRX,Current Quarter,2017-09-30,0.51,0.51,7,0.52,0.50,0.19
2017-10-27,BSAC,Current Quarter,2017-12-31,0.44,,2,0.46,0.41,0.35
2017-10-27,BSBR,Current Quarter,2017-09-30,0.16,,3,0.20,0.12,0.09
2017-10-27,BSET,Current Quarter,2017-11-30,0.52,,1,0.52,0.52,0.47
2017-10-27,BSFT,Current Quarter,2017-09-30,0.36,999.00,8,0.44,0.28,0.52
2017-10-27,BSM,Current Quarter,2017-09-30,0.16,0.16,1,0.16,0.16,0.14
2017-10-27,BSMX,Current Quarter,2017-12-31,0.20,,2,0.21,0.19,0.17
2017-10-27,BSRR,Current Quarter,2017-12-31,0.40,0.40,1,0.40,0.40,0.40
